64 28.1279 35.719 26.988 0.971711 0.991248 2.0106
128 31.2247 37.5537 20.2693 0.983294 0.992821 0.968957
192 32.9667 37.7829 14.6094 0.987227 0.99324 0.60904
256 34.2128 37.9179 10.8294 0.989021 0.993349 0.437558
320 35.1472 37.9848 8.07364 0.990145 0.993359 0.324571
384 35.9002 38.0307 5.93457 0.991119 0.993363 0.22645
448 36.5142 38.0709 4.2631 0.991332 0.993225 0.190997
512 37.0276 38.0906 2.87079 0.991799 0.993213 0.142491
576 37.4786 38.0947 1.64392 0.992123 0.993148 0.103223
640 37.8752 38.0948 0.579727 0.992445 0.993104 0.0663161
704 38.2269 38.0938 -0.348318 0.99273 0.993191 0.0463843
768 38.5366 38.094 -1.14858 0.992961 0.993204 0.0244617
832 38.8096 38.0961 -1.83828 0.993219 0.993235 0.00164509
896 39.0503 38.0971 -2.44098 0.993436 0.993174 -0.0263393
960 39.2814 38.1039 -2.99753 0.993474 0.993154 -0.0322521
1024 39.5049 38.111 -3.52837 0.99347 0.993111 -0.036186
