64 19.834 27.9715 41.0282 0.935745 0.986296 5.40222
128 22.5126 30.0928 33.6712 0.96254 0.990325 2.88662
192 24.1209 31.2063 29.3744 0.973044 0.991743 1.92167
256 25.267 31.9269 26.3582 0.978601 0.992561 1.42652
320 26.1523 32.4648 24.1373 0.981926 0.993103 1.13829
384 26.8734 32.872 22.3219 0.984374 0.993329 0.909662
448 27.4878 33.2065 20.8045 0.986072 0.993583 0.761664
512 28.028 33.5158 19.5797 0.987495 0.993819 0.640392
576 28.4943 33.7788 18.5459 0.988457 0.9941 0.570834
640 28.9154 34.0015 17.5897 0.98938 0.994254 0.492609
704 29.3118 34.2008 16.6792 0.990126 0.994322 0.423729
768 29.6681 34.3928 15.9251 0.990768 0.994451 0.371766
832 29.9999 34.5627 15.2095 0.991297 0.994502 0.323272
896 30.3133 34.7302 14.5707 0.991729 0.994548 0.284195
960 30.5998 34.8835 13.9989 0.992092 0.994658 0.258636
1024 30.8589 35.031 13.5201 0.992338 0.994758 0.243866
