64 19.834 22.155 11.7026 0.935745 0.961312 2.73226
128 22.5126 26.4717 17.5864 0.96254 0.983655 2.19365
192 24.1209 29.398 21.8778 0.973044 0.990375 1.78115
256 25.267 31.4281 24.3841 0.978601 0.992911 1.46222
320 26.1523 32.6598 24.8829 0.981926 0.994098 1.23965
384 26.8734 33.2471 23.7177 0.984374 0.994516 1.03034
448 27.4878 33.5458 22.0388 0.986072 0.994711 0.876105
512 28.028 33.7932 20.5695 0.987495 0.994837 0.743556
576 28.4943 33.9742 19.2317 0.988457 0.994937 0.655568
640 28.9154 34.1116 17.9704 0.98938 0.995058 0.573862
704 29.3118 34.2049 16.6933 0.990126 0.995132 0.505555
768 29.6681 34.2843 15.5592 0.990768 0.995129 0.440204
832 29.9999 34.3367 14.456 0.991297 0.995216 0.395298
896 30.3133 34.3906 13.4504 0.991729 0.995269 0.356925
960 30.5998 34.432 12.5236 0.992092 0.995303 0.323617
1024 30.8589 34.4768 11.7241 0.992338 0.995302 0.298691
