64 7.00303 6.99164 -0.162667 0.124689 0.12109 -2.88597
128 7.0013 6.98453 -0.239486 0.124527 0.120637 -3.12386
192 7.00115 6.98304 -0.258696 0.124601 0.120691 -3.13758
256 7.00134 6.98261 -0.267476 0.124645 0.120761 -3.11616
320 7.00119 6.98249 -0.2671 0.124678 0.120821 -3.09359
384 7.00078 6.98208 -0.267094 0.124639 0.120811 -3.07097
448 6.99997 6.98137 -0.265741 0.124557 0.12074 -3.06394
512 6.99925 6.98081 -0.263447 0.124488 0.120685 -3.05509
576 6.99906 6.98072 -0.262082 0.12447 0.120688 -3.03857
640 6.99892 6.98067 -0.260729 0.124463 0.120694 -3.02803
704 6.99887 6.98059 -0.261265 0.124458 0.120695 -3.0237
768 6.99882 6.98057 -0.260824 0.124446 0.120693 -3.01606
832 6.99858 6.98033 -0.260699 0.124425 0.120675 -3.01401
896 6.99835 6.98026 -0.258493 0.124408 0.120663 -3.01069
960 6.99829 6.98024 -0.257999 0.124398 0.120663 -3.00249
1024 6.9983 6.98032 -0.256991 0.124406 0.120676 -2.99822
