64 7.00303 6.9902 -0.183219 0.124689 0.122578 -1.69304
128 7.0013 6.98377 -0.250304 0.124527 0.121873 -2.13103
192 7.00115 6.98324 -0.255764 0.124601 0.121977 -2.10549
256 7.00134 6.98357 -0.253838 0.124645 0.122133 -2.01557
320 7.00119 6.98364 -0.250685 0.124678 0.122216 -1.97486
384 7.00078 6.9833 -0.249618 0.124639 0.122215 -1.9443
448 6.99997 6.98257 -0.248659 0.124557 0.12215 -1.9318
512 6.99925 6.98193 -0.247467 0.124488 0.122095 -1.92247
576 6.99906 6.98162 -0.249285 0.12447 0.12209 -1.91221
640 6.99892 6.98162 -0.247163 0.124463 0.122094 -1.90296
704 6.99887 6.98139 -0.249779 0.124458 0.122083 -1.90857
768 6.99882 6.9814 -0.248903 0.124446 0.122076 -1.90445
832 6.99858 6.98124 -0.247717 0.124425 0.122058 -1.90225
896 6.99835 6.98112 -0.246322 0.124408 0.122047 -1.89821
960 6.99829 6.98104 -0.246537 0.124398 0.122046 -1.89078
1024 6.9983 6.98107 -0.246215 0.124406 0.122058 -1.88744
