64 7.00303 6.95742 -0.651228 0.124689 0.119199 -4.40312
128 7.0013 6.97024 -0.443608 0.124527 0.120685 -3.08533
192 7.00115 6.97667 -0.349557 0.124601 0.121491 -2.49585
256 7.00134 6.98059 -0.296372 0.124645 0.121965 -2.14992
320 7.00119 6.9828 -0.262743 0.124678 0.122248 -1.94886
384 7.00078 6.984 -0.239658 0.124639 0.1224 -1.79633
448 6.99997 6.98451 -0.220835 0.124557 0.122463 -1.68069
512 6.99925 6.98479 -0.20662 0.124488 0.122488 -1.60671
576 6.99906 6.98529 -0.196862 0.12447 0.122557 -1.53726
640 6.99892 6.98567 -0.18931 0.124463 0.122605 -1.4929
704 6.99887 6.98625 -0.18037 0.124458 0.122668 -1.43816
768 6.99882 6.98661 -0.174469 0.124446 0.12271 -1.39535
832 6.99858 6.98682 -0.16802 0.124425 0.122728 -1.36354
896 6.99835 6.98689 -0.163794 0.124408 0.122735 -1.34459
960 6.99829 6.98705 -0.16067 0.124398 0.122759 -1.31748
1024 6.9983 6.98738 -0.156099 0.124406 0.122791 -1.2982
