64 24.7473 32.5308 31.452 0.970538 0.991025 2.11089
128 27.0752 36.3236 34.1583 0.981067 0.993542 1.27164
192 28.5266 37.2997 30.7541 0.985369 0.993585 0.833797
256 29.6552 37.8823 27.7425 0.98799 0.993772 0.585282
320 30.5648 38.3087 25.336 0.989545 0.993885 0.438607
384 31.319 38.5995 23.2462 0.990687 0.994112 0.34579
448 31.9309 38.7792 21.4472 0.991516 0.994294 0.280178
512 32.4452 38.8851 19.8486 0.992088 0.99441 0.234103
576 32.9003 38.9561 18.4064 0.99242 0.994481 0.207746
640 33.3124 39.0096 17.1023 0.992847 0.994424 0.158882
704 33.6888 39.0423 15.8909 0.993175 0.994375 0.120866
768 34.0302 39.0674 14.8022 0.993418 0.994395 0.0982642
832 34.3491 39.0902 13.8027 0.993545 0.994411 0.0871778
896 34.6551 39.1081 12.8495 0.993811 0.994392 0.0584483
960 34.9422 39.1192 11.9539 0.994043 0.994381 0.0339985
1024 35.2107 39.1309 11.1335 0.994207 0.994372 0.016582
