64 25.5721 29.8339 16.6661 0.977577 0.989587 1.22863
128 27.7605 31.4204 13.1841 0.984272 0.991053 0.688922
192 28.9862 32.1377 10.8724 0.986834 0.991787 0.501859
256 29.8598 32.5852 9.12734 0.988473 0.99229 0.386107
320 30.5097 32.8862 7.78925 0.989283 0.992479 0.323045
384 31.0115 33.0928 6.71166 0.989932 0.992627 0.272202
448 31.4228 33.2482 5.8093 0.99038 0.992711 0.235355
512 31.7472 33.3609 5.08299 0.990813 0.992862 0.206876
576 32.0258 33.4509 4.44989 0.991021 0.992933 0.192881
640 32.257 33.5211 3.91864 0.991365 0.993072 0.172102
704 32.4544 33.5806 3.47034 0.991597 0.993078 0.149357
768 32.6326 33.6331 3.06585 0.991793 0.993199 0.141776
832 32.7857 33.6775 2.71991 0.992017 0.993263 0.125551
896 32.9294 33.7185 2.39632 0.992118 0.993172 0.106192
960 33.0572 33.7551 2.11107 0.992214 0.993309 0.110316
1024 33.1706 33.7824 1.84435 0.992353 0.993285 0.0939012
