64 29.0477 33.9153 16.7573 0.976123 0.992331 1.6605
128 31.4202 35.7542 13.7939 0.984909 0.993984 0.921488
192 32.8203 36.8205 12.188 0.988059 0.994437 0.645506
256 33.8314 37.5501 10.9917 0.989792 0.995155 0.541794
320 34.6076 38.1053 10.1066 0.9908 0.995277 0.451791
384 35.2451 38.5645 9.41792 0.991541 0.99563 0.412416
448 35.7689 38.9272 8.8299 0.992213 0.995889 0.370455
512 36.2353 39.2416 8.29657 0.992334 0.996093 0.378776
576 36.653 39.5155 7.80969 0.992886 0.996346 0.348485
640 37.0344 39.758 7.35435 0.993179 0.996544 0.338793
704 37.349 39.9568 6.98237 0.993593 0.996312 0.273681
768 37.6508 40.1502 6.63851 0.993703 0.996519 0.283384
832 37.9279 40.3217 6.31145 0.993916 0.99644 0.253904
896 38.187 40.4871 6.02349 0.994208 0.996804 0.261092
960 38.4112 40.6266 5.76742 0.994614 0.996803 0.220048
1024 38.6238 40.7614 5.53451 0.994635 0.996968 0.234532
