64 23.8543 30.8758 29.4351 0.910205 0.970155 6.58643
128 26.0373 32.3741 24.3372 0.938715 0.975685 3.93838
192 27.3335 33.8174 23.7212 0.950755 0.979355 3.00814
256 28.3022 35.1663 24.2529 0.957898 0.982062 2.52256
320 29.0635 35.6811 22.7693 0.962395 0.982972 2.13815
384 29.6858 36.0571 21.4623 0.965714 0.983596 1.85164
448 30.2207 36.4027 20.4565 0.968241 0.984025 1.63013
512 30.7038 36.7272 19.6178 0.970381 0.984502 1.45521
576 31.1328 36.9838 18.7938 0.971861 0.984723 1.32349
640 31.5133 37.224 18.1215 0.973282 0.985033 1.20732
704 31.8663 37.4497 17.5213 0.974403 0.985343 1.12273
768 32.1808 37.6467 16.985 0.975358 0.98547 1.03674
832 32.4643 37.8314 16.5322 0.976118 0.985715 0.983131
896 32.7302 37.9971 16.0919 0.976845 0.985889 0.925791
960 32.9865 38.1602 15.6843 0.977492 0.985916 0.861776
1024 33.2251 38.2974 15.2666 0.978015 0.986212 0.838161
