64 32.0048 34.8961 9.03395 0.972961 0.980657 0.791049
128 34.8794 36.9387 5.90392 0.981146 0.984356 0.327098
192 36.5373 38.0403 4.11365 0.984077 0.98582 0.177133
256 37.6608 38.7599 2.91843 0.985567 0.986588 0.103605
320 38.5398 39.3426 2.08303 0.986688 0.987424 0.0745535
384 39.2372 39.7871 1.40147 0.987288 0.987795 0.0513911
448 39.8028 40.1301 0.82233 0.987936 0.988087 0.0153303
512 40.2795 40.4121 0.329292 0.988271 0.988336 0.00658035
576 40.6813 40.6553 -0.0639319 0.988696 0.988508 -0.0189602
640 41.0008 40.8546 -0.356442 0.988897 0.988754 -0.0143945
704 41.325 41.0551 -0.652951 0.989159 0.988963 -0.0198901
768 41.6199 41.235 -0.924695 0.989405 0.989109 -0.0299156
832 41.8631 41.3795 -1.15515 0.989565 0.989178 -0.0391006
896 42.1257 41.5424 -1.3846 0.989714 0.989244 -0.0474751
960 42.3352 41.6601 -1.59453 0.989909 0.989366 -0.0548303
1024 42.5486 41.7897 -1.78368 0.990001 0.98947 -0.0535965
