64 27.4209 31.9277 16.4356 0.986993 0.994308 0.741148
128 30.146 33.5748 11.3741 0.992177 0.99556 0.340962
192 31.5986 34.2384 8.35422 0.993865 0.99585 0.199723
256 32.5017 34.6192 6.51505 0.994703 0.996027 0.133109
320 33.1926 34.8833 5.09371 0.995239 0.996152 0.0917196
384 33.6995 35.065 4.05213 0.995561 0.996207 0.0648737
448 34.124 35.2198 3.21131 0.995802 0.996302 0.0502586
512 34.4846 35.3367 2.47105 0.996009 0.996374 0.0366092
576 34.7898 35.4173 1.80377 0.99618 0.996431 0.0251532
640 35.0751 35.4951 1.19739 0.996294 0.996433 0.0139236
704 35.2976 35.5504 0.716186 0.996387 0.996458 0.00710487
768 35.5447 35.6038 0.166237 0.996491 0.996515 0.00239611
832 35.7582 35.641 -0.327891 0.996571 0.996512 -0.00593662
896 35.9357 35.6769 -0.720417 0.996633 0.996539 -0.00947118
960 36.1017 35.7097 -1.08581 0.99669 0.996572 -0.0118196
1024 36.2074 35.7413 -1.28746 0.996706 0.996582 -0.0124633
