64 29.4546 35.1451 19.3196 0.979475 0.990273 1.10245
128 32.3655 36.9674 14.2184 0.986477 0.99115 0.47375
192 34.1308 37.7977 10.7436 0.98853 0.991432 0.293493
256 35.4447 38.3176 8.1053 0.989923 0.991812 0.190818
320 36.4443 38.6351 6.01125 0.990444 0.991987 0.155807
384 37.2516 38.8608 4.31979 0.990667 0.992317 0.166583
448 37.9382 39.0623 2.96311 0.991158 0.99245 0.130367
512 38.5138 39.1986 1.77814 0.991412 0.992748 0.134718
576 39.0177 39.3455 0.840223 0.991583 0.992944 0.137258
640 39.4527 39.431 -0.0550449 0.991886 0.993004 0.112736
704 39.8333 39.5164 -0.795627 0.992128 0.992968 0.0846744
768 40.1728 39.5802 -1.47532 0.992175 0.993112 0.0944138
832 40.4782 39.6278 -2.10081 0.992387 0.99303 0.064826
896 40.7629 39.6669 -2.68875 0.992483 0.993124 0.0645995
960 41.0125 39.7078 -3.1814 0.992626 0.993103 0.0480533
1024 41.2545 39.7396 -3.67203 0.992637 0.993344 0.0712276
