64 29.4546 35.8034 21.5547 0.979475 0.99174 1.25219
128 32.3655 36.5885 13.0478 0.986477 0.991934 0.553226
192 34.1308 36.8732 8.03484 0.98853 0.991783 0.328994
256 35.4447 37.0413 4.50431 0.989923 0.991895 0.199151
320 36.4443 37.1268 1.87252 0.990444 0.992036 0.160718
384 37.2516 37.1849 -0.178963 0.990667 0.992033 0.137973
448 37.9382 37.234 -1.85599 0.991158 0.992162 0.101256
512 38.5138 37.2582 -3.26011 0.991412 0.99217 0.0764966
576 39.0177 37.2833 -4.44509 0.991583 0.992207 0.0629067
640 39.4527 37.2999 -5.45669 0.991886 0.9922 0.0316262
704 39.8333 37.3086 -6.33813 0.992128 0.99224 0.0112653
768 40.1728 37.312 -7.12143 0.992175 0.99221 0.0035882
832 40.4782 37.3138 -7.81737 0.992387 0.992162 -0.0226915
896 40.7629 37.3185 -8.45005 0.992483 0.992096 -0.0389993
960 41.0125 37.3216 -8.9995 0.992626 0.992073 -0.0557005
1024 41.2545 37.3242 -9.52691 0.992637 0.992091 -0.0550389
