64 21.2474 25.944 22.1041 0.925206 0.971539 5.00779
128 23.4627 28.3431 20.8007 0.952215 0.981559 3.08169
192 24.9715 29.4919 18.1024 0.964569 0.984652 2.08206
256 26.0967 30.1206 15.4192 0.971644 0.986118 1.48971
320 26.9859 30.504 13.037 0.975876 0.986841 1.12364
384 27.7442 30.768 10.899 0.979031 0.987432 0.85814
448 28.3779 30.9548 9.08047 0.981275 0.987763 0.661194
512 28.9296 31.0928 7.47732 0.983016 0.988043 0.511432
576 29.3981 31.2002 6.12984 0.984387 0.988221 0.389433
640 29.8192 31.2842 4.91303 0.985495 0.988311 0.285673
704 30.2238 31.3525 3.7343 0.986462 0.988411 0.197542
768 30.5833 31.4054 2.68812 0.98718 0.988468 0.130522
832 30.912 31.4546 1.75509 0.987818 0.988574 0.0765443
896 31.2338 31.4964 0.840747 0.988382 0.988606 0.0226378
960 31.5236 31.5302 0.0210524 0.988914 0.988669 -0.024724
1024 31.7914 31.5564 -0.738978 0.989309 0.988685 -0.0630379
