64 21.2474 25.4581 19.8174 0.925206 0.969014 4.73492
128 23.4627 28.4544 21.275 0.952215 0.982123 3.14088
192 24.9715 29.9181 19.809 0.964569 0.985905 2.21194
256 26.0967 30.6841 17.5784 0.971644 0.98746 1.62778
320 26.9859 31.1261 15.3423 0.975876 0.988176 1.26041
384 27.7442 31.4117 13.2193 0.979031 0.988657 0.983202
448 28.3779 31.5991 11.3509 0.981275 0.988952 0.78243
512 28.9296 31.7298 9.67938 0.983016 0.989146 0.623536
576 29.3981 31.8252 8.25601 0.984387 0.989276 0.49665
640 29.8192 31.8902 6.94525 0.985495 0.989342 0.390351
704 30.2238 31.9486 5.7066 0.986462 0.989414 0.299215
768 30.5833 31.9928 4.60892 0.98718 0.989497 0.234699
832 30.912 32.0356 3.63462 0.987818 0.989555 0.175917
896 31.2338 32.0671 2.66793 0.988382 0.989542 0.117373
960 31.5236 32.0924 1.80432 0.988914 0.989574 0.0668049
1024 31.7914 32.1102 1.003 0.989309 0.989568 0.0261664
