1 0.00744438 dB
2 0.0192375 dB
3 0.0398521 dB
4 0.068428 dB
5 0.108747 dB
6 0.168598 dB
7 0.239182 dB
8 0.329762 dB
9 0.434355 dB
10 0.554909 dB
11 0.692297 dB
12 0.842588 dB
13 1.00726 dB
14 1.18374 dB
15 1.37117 dB
16 1.56823 dB
17 1.77361 dB
18 1.98551 dB
19 2.20375 dB
20 2.42614 dB
21 2.65183 dB
22 2.87924 dB
23 3.1076 dB
24 3.33549 dB
25 3.56236 dB
26 3.78723 dB
27 4.00925 dB
28 4.22763 dB
29 4.44119 dB
30 4.65081 dB
31 4.85421 dB
32 5.05206 dB
33 5.24362 dB
34 5.42803 dB
35 5.60535 dB
36 5.77638 dB
37 5.94063 dB
38 6.0974 dB
39 6.24763 dB
40 6.39139 dB
41 6.52757 dB
42 6.65794 dB
43 6.78197 dB
44 6.89935 dB
45 7.01113 dB
46 7.11722 dB
47 7.21716 dB
48 7.31228 dB
49 7.40244 dB
50 7.48686 dB
51 7.56684 dB
52 7.64293 dB
53 7.71488 dB
54 7.7823 dB
55 7.84581 dB
56 7.90597 dB
57 7.9624 dB
58 8.01601 dB
59 8.0669 dB
60 8.11415 dB
61 8.15908 dB
62 8.20127 dB
63 8.24144 dB
64 8.27878 dB
65 8.31484 dB
66 8.34814 dB
67 8.37982 dB
68 8.40976 dB
69 8.43796 dB
70 8.46452 dB
71 8.4899 dB
72 8.51325 dB
73 8.53607 dB
74 8.55713 dB
75 8.57708 dB
76 8.59606 dB
77 8.61391 dB
78 8.63066 dB
79 8.64652 dB
80 8.66169 dB
81 8.67613 dB
82 8.68998 dB
83 8.70302 dB
84 8.7158 dB
85 8.72745 dB
86 8.73866 dB
87 8.74905 dB
88 8.75889 dB
89 8.76838 dB
90 8.77719 dB
91 8.78553 dB
92 8.79358 dB
93 8.80172 dB
94 8.80884 dB
95 8.81578 dB
96 8.8223 dB
97 8.82842 dB
98 8.83449 dB
99 8.83982 dB
100 8.84537 dB
101 8.85072 dB
102 8.85569 dB
103 8.86032 dB
104 8.86513 dB
105 8.86936 dB
106 8.87349 dB
107 8.87748 dB
108 8.88117 dB
109 8.88479 dB
110 8.88823 dB
111 8.89141 dB
112 8.89441 dB
113 8.897 dB
114 8.89982 dB
115 8.90251 dB
116 8.90507 dB
117 8.9076 dB
118 8.90985 dB
119 8.91217 dB
120 8.9142 dB
121 8.91636 dB
122 8.91829 dB
123 8.92022 dB
124 8.92225 dB
125 8.92376 dB
126 8.92531 dB
127 8.9269 dB
128 8.92837 dB
129 8.92984 dB
130 8.93127 dB
131 8.9326 dB
132 8.93397 dB
133 8.93543 dB
134 8.93651 dB
135 8.93749 dB
136 8.93884 dB
137 8.93997 dB
138 8.9411 dB
139 8.94185 dB
140 8.94281 dB
141 8.94384 dB
142 8.94468 dB
143 8.9456 dB
144 8.94639 dB
145 8.94711 dB
146 8.94782 dB
147 8.9486 dB
148 8.94926 dB
149 8.94996 dB
150 8.95066 dB
151 8.95125 dB
152 8.95191 dB
153 8.95238 dB
154 8.95285 dB
155 8.95318 dB
156 8.95367 dB
157 8.95429 dB
158 8.95481 dB
159 8.9553 dB
160 8.9558 dB
161 8.95619 dB
162 8.95675 dB
163 8.95716 dB
164 8.95764 dB
165 8.95794 dB
166 8.95819 dB
167 8.95855 dB
168 8.95886 dB
169 8.95916 dB
170 8.95959 dB
171 8.95994 dB
172 8.96031 dB
173 8.96063 dB
174 8.96103 dB
175 8.96141 dB
176 8.96177 dB
177 8.96199 dB
178 8.96216 dB
179 8.96238 dB
180 8.96255 dB
181 8.96285 dB
182 8.96295 dB
183 8.96305 dB
184 8.96336 dB
185 8.96354 dB
186 8.96368 dB
187 8.9638 dB
188 8.96391 dB
189 8.964 dB
190 8.96411 dB
191 8.96427 dB
192 8.96442 dB
193 8.96445 dB
194 8.96459 dB
195 8.96479 dB
196 8.96489 dB
197 8.96499 dB
198 8.96507 dB
199 8.96523 dB
200 8.96539 dB
