0.005 -9.52307 dB
0.01 -6.19456 dB
0.015 -3.45673 dB
0.02 -1.36251 dB
0.025 0.269829 dB
0.03 1.57009 dB
0.035 2.62717 dB
0.04 3.49718 dB
0.045 4.21866 dB
0.05 4.81419 dB
0.055 5.321 dB
0.06 5.76151 dB
0.065 6.13974 dB
0.07 6.46503 dB
0.075 6.74717 dB
0.08 6.99523 dB
0.085 7.20733 dB
0.09 7.39511 dB
0.095 7.55877 dB
0.1 7.70313 dB
0.105 7.83181 dB
0.11 7.94361 dB
0.115 8.04903 dB
0.12 8.14465 dB
0.125 8.2291 dB
0.13 8.30572 dB
0.135 8.37233 dB
0.14 8.4322 dB
0.145 8.48477 dB
0.15 8.53091 dB
0.155 8.57043 dB
0.16 8.60342 dB
0.165 8.63277 dB
0.17 8.65785 dB
0.175 8.68089 dB
0.18 8.69873 dB
0.185 8.71312 dB
0.19 8.72367 dB
0.195 8.73417 dB
0.2 8.74017 dB
0.205 8.74446 dB
0.21 8.74674 dB
0.215 8.74499 dB
0.22 8.74269 dB
0.225 8.73844 dB
0.23 8.73138 dB
0.235 8.72474 dB
0.24 8.71572 dB
0.245 8.70514 dB
0.25 8.69258 dB
0.255 8.67999 dB
0.26 8.66528 dB
0.265 8.65037 dB
0.27 8.63318 dB
0.275 8.61423 dB
0.28 8.59502 dB
0.285 8.57417 dB
0.29 8.55253 dB
0.295 8.52998 dB
0.3 8.5057 dB
0.305 8.48095 dB
0.31 8.45572 dB
0.315 8.42877 dB
0.32 8.40154 dB
0.325 8.37443 dB
0.33 8.34431 dB
0.335 8.31534 dB
0.34 8.28493 dB
0.345 8.25374 dB
0.35 8.2219 dB
0.355 8.18956 dB
0.36 8.15695 dB
0.365 8.12345 dB
0.37 8.09024 dB
0.375 8.05693 dB
0.38 8.02263 dB
0.385 7.98882 dB
0.39 7.95427 dB
0.395 7.91953 dB
0.4 7.88465 dB
0.405 7.85017 dB
0.41 7.81572 dB
0.415 7.78078 dB
0.42 7.74634 dB
0.425 7.71155 dB
0.43 7.67723 dB
0.435 7.64197 dB
0.44 7.6076 dB
0.445 7.57306 dB
0.45 7.53941 dB
0.455 7.50438 dB
0.46 7.47003 dB
0.465 7.43623 dB
0.47 7.40266 dB
0.475 7.36879 dB
0.48 7.33459 dB
0.485 7.30135 dB
0.49 7.26797 dB
0.495 7.23473 dB
0.5 7.20149 dB
