0.02 0 dB
0.04 0 dB
0.06 0 dB
0.08 0 dB
0.1 0 dB
0.12 0 dB
0.14 0 dB
0.16 0 dB
0.18 0.116137 dB
0.2 0.132797 dB
0.22 0.132839 dB
0.24 0.132868 dB
0.26 0.132973 dB
0.28 0.133005 dB
0.3 0.146421 dB
0.32 0.260889 dB
0.34 0.449421 dB
0.36 0.706352 dB
0.38 1.03092 dB
0.4 1.41597 dB
0.42 1.8498 dB
0.44 2.31803 dB
0.46 2.80665 dB
0.48 3.30112 dB
0.5 3.78926 dB
0.52 4.27697 dB
0.54 4.73597 dB
0.56 5.17124 dB
0.58 5.57745 dB
0.6 5.95571 dB
0.62 6.30783 dB
0.64 6.63437 dB
0.66 6.93666 dB
0.68 7.21856 dB
0.7 7.48022 dB
0.72 7.72483 dB
0.74 7.95217 dB
0.76 8.16601 dB
0.78 8.36609 dB
0.8 8.55423 dB
0.82 8.73163 dB
0.84 8.89885 dB
0.86 9.05543 dB
0.88 9.20259 dB
0.9 9.34111 dB
0.92 9.4712 dB
0.94 9.59344 dB
0.96 9.70702 dB
0.98 9.81381 dB
1 9.91395 dB
1.02 10.108 dB
1.04 10.2057 dB
1.06 10.2975 dB
1.08 10.3837 dB
1.1 10.465 dB
1.12 10.5411 dB
1.14 10.6105 dB
1.16 10.6756 dB
1.18 10.7349 dB
1.2 10.79 dB
1.22 10.8411 dB
1.24 10.8871 dB
1.26 10.9297 dB
1.28 10.9684 dB
1.3 11.0022 dB
1.32 11.0325 dB
1.34 11.0607 dB
1.36 11.0859 dB
1.38 11.1071 dB
1.4 11.1253 dB
1.42 11.1424 dB
1.44 11.1555 dB
1.46 11.1673 dB
1.48 11.177 dB
1.5 11.1844 dB
1.52 11.2 dB
1.54 11.2011 dB
1.56 11.2 dB
1.58 11.1964 dB
1.6 11.1917 dB
1.62 11.185 dB
1.64 11.1768 dB
1.66 11.1678 dB
1.68 11.1571 dB
1.7 11.1455 dB
1.72 11.1327 dB
1.74 11.1185 dB
1.76 11.1035 dB
1.78 11.0884 dB
1.8 11.0721 dB
1.82 11.0551 dB
1.84 11.0383 dB
1.86 11.0202 dB
1.88 11.0013 dB
1.9 10.9824 dB
1.92 10.9632 dB
1.94 10.9438 dB
1.96 10.9242 dB
1.98 10.9046 dB
2 10.8841 dB
