0.02 0 dB
0.04 0 dB
0.06 0 dB
0.08 0 dB
0.1 0 dB
0.12 0 dB
0.14 0 dB
0.16 0 dB
0.18 0.127392 dB
0.2 0.13275 dB
0.22 0.132862 dB
0.24 0.132866 dB
0.26 0.1329 dB
0.28 0.132933 dB
0.3 0.134211 dB
0.32 0.232718 dB
0.34 0.400507 dB
0.36 0.630165 dB
0.38 0.920626 dB
0.4 1.2665 dB
0.42 1.65758 dB
0.44 2.0818 dB
0.46 2.52673 dB
0.48 2.97982 dB
0.5 3.43057 dB
0.52 3.86932 dB
0.54 4.29061 dB
0.56 4.68938 dB
0.58 5.0618 dB
0.6 5.40616 dB
0.62 5.72197 dB
0.64 6.01034 dB
0.66 6.27225 dB
0.68 6.50956 dB
0.7 6.72394 dB
0.72 6.91763 dB
0.74 7.09242 dB
0.76 7.24954 dB
0.78 7.39157 dB
0.8 7.51871 dB
0.82 7.63337 dB
0.84 7.73743 dB
0.86 7.83091 dB
0.88 7.9145 dB
0.9 7.99105 dB
0.92 8.06045 dB
0.94 8.12289 dB
0.96 8.17966 dB
0.98 8.23193 dB
1 8.27947 dB
1.02 8.32243 dB
1.04 8.36198 dB
1.06 8.39827 dB
1.08 8.43117 dB
1.1 8.4614 dB
1.12 8.48919 dB
1.14 8.5152 dB
1.16 8.53848 dB
1.18 8.56017 dB
1.2 8.58066 dB
1.22 8.59966 dB
1.24 8.61729 dB
1.26 8.63295 dB
1.28 8.64761 dB
1.3 8.66141 dB
1.32 8.6745 dB
1.34 8.68658 dB
1.36 8.69782 dB
1.38 8.70794 dB
1.4 8.71764 dB
1.42 8.72677 dB
1.44 8.73544 dB
1.46 8.74338 dB
1.48 8.75119 dB
1.5 8.75842 dB
1.52 8.76544 dB
1.54 8.77182 dB
1.56 8.77755 dB
1.58 8.78312 dB
1.6 8.78873 dB
1.62 8.794 dB
1.64 8.79887 dB
1.66 8.80359 dB
1.68 8.80803 dB
1.7 8.81173 dB
1.72 8.81554 dB
1.74 8.81922 dB
1.76 8.82254 dB
1.78 8.82568 dB
1.8 8.82881 dB
1.82 8.83192 dB
1.84 8.83477 dB
1.86 8.83739 dB
1.88 8.83978 dB
1.9 8.84233 dB
1.92 8.84467 dB
1.94 8.84687 dB
1.96 8.84896 dB
1.98 8.85095 dB
2 8.85306 dB
