0.001 4.28944 dB
0.002 5.85926 dB
0.003 6.68232 dB
0.004 7.15878 dB
0.005 7.32151 dB
0.006 7.5524 dB
0.007 7.62086 dB
0.008 7.74479 dB
0.009 7.85027 dB
0.01 7.86585 dB
0.011 7.97978 dB
0.012 7.97297 dB
0.013 8.02038 dB
0.014 8.01697 dB
0.015 8.15084 dB
0.016 8.04944 dB
0.017 8.04953 dB
0.018 8.07557 dB
0.019 8.139 dB
0.02 8.11132 dB
0.021 8.04649 dB
0.022 8.10847 dB
0.023 8.01483 dB
0.024 8.0378 dB
0.025 8.093 dB
0.026 8.05107 dB
0.027 8.05401 dB
0.028 8.07745 dB
0.029 8.0518 dB
0.03 8.02473 dB
0.031 8.0572 dB
0.032 8.0386 dB
0.033 8.01813 dB
0.034 8.00311 dB
0.035 8.04095 dB
0.036 7.98667 dB
0.037 7.92243 dB
0.038 7.91712 dB
0.039 7.9718 dB
0.04 7.94293 dB
0.041 7.95304 dB
0.042 7.87775 dB
0.043 7.86538 dB
0.044 7.83316 dB
0.045 7.85708 dB
0.046 7.90411 dB
0.047 7.8695 dB
0.048 7.85937 dB
0.049 7.85503 dB
0.05 7.84687 dB
0.051 7.81522 dB
0.052 7.77165 dB
0.053 7.72477 dB
0.054 7.76222 dB
0.055 7.71998 dB
0.056 7.72004 dB
0.057 7.71607 dB
0.058 7.70437 dB
0.059 7.72241 dB
0.06 7.68417 dB
0.061 7.60608 dB
0.062 7.60742 dB
0.063 7.56339 dB
0.064 7.56459 dB
0.065 7.60064 dB
0.066 7.55121 dB
0.067 7.58175 dB
0.068 7.565 dB
0.069 7.5731 dB
0.07 7.5339 dB
0.071 7.49143 dB
0.072 7.49776 dB
0.073 7.47581 dB
0.074 7.4427 dB
0.075 7.4437 dB
0.076 7.39949 dB
0.077 7.41087 dB
0.078 7.39646 dB
0.079 7.34556 dB
0.08 7.37784 dB
0.081 7.35847 dB
0.082 7.32231 dB
0.083 7.28698 dB
0.084 7.32101 dB
0.085 7.29411 dB
0.086 7.29125 dB
0.087 7.29577 dB
0.088 7.24897 dB
0.089 7.20282 dB
0.09 7.21315 dB
0.091 7.23717 dB
0.092 7.22922 dB
0.093 7.20744 dB
0.094 7.18968 dB
0.095 7.15699 dB
0.096 7.15755 dB
0.097 7.16128 dB
0.098 7.11503 dB
0.099 7.1109 dB
0.1 7.09616 dB
